konpaku_youmu,"konpaku_youmu_(lunar_war_gardener),konpaku_youmu_(mysterious_sword_master),konpaku_youmu_(wa_maid),lunar_war_gardener,mysterious_sword_master,konpaku_youmu_(lunar_war_gardener),konpaku_youmu_(mysterious_sword_master),konpaku_youmu_(wa_maid),lunar_war_gardener,mysterious_sword_master"
cirno,"achi_cirno,cirno-nee,cirno_(yukata),tanned_cirno,achi_cirno,cirno-nee,cirno_(yukata),tanned_cirno"
yakumo_yukari,"yakumo_yukari_(young),yakumo_yukari_(zodiac_race),yakumo_yukari_(young),yakumo_yukari_(zodiac_race)"
shameimaru_aya,"shameimaru_aya_(crow),shameimaru_aya_(flower_viewing),shameimaru_aya_(newsboy),shameimaru_aya_(crow),shameimaru_aya_(flower_viewing),shameimaru_aya_(newsboy)"
reisen_udongein_inaba,"lunar_war_soldier,reisen_udongein_inaba_(flower_viewing),reisen_udongein_inaba_(lunar_war_soldier),lunar_war_soldier,reisen_udongein_inaba_(flower_viewing),reisen_udongein_inaba_(lunar_war_soldier)"
fujiwara_no_mokou,"fujiwara_no_mokou_(young),fujiwara_no_mokou_(young)"
akemi_homura,"akemi_homura_(black_dress),akemi_homura_(haregi_costume),akemi_homura_(haregi_ver.),akemi_homura_(swimsuit_ver.),akuma_homura,akemi_homura_(black_dress),akemi_homura_(haregi_costume),akemi_homura_(haregi_ver.),akemi_homura_(swimsuit_ver.),akuma_homura"
kaname_madoka,"kaname_madoka_(haregi_ver.),kaname_madoka_(sexy_madoka),kaname_madoka_(swimsuit_costume),kaname_madoka_(swimsuit_ver.),ultimate_madoka,kaname_madoka_(haregi_ver.),kaname_madoka_(sexy_madoka),kaname_madoka_(swimsuit_costume),kaname_madoka_(swimsuit_ver.),ultimate_madoka"
saigyouji_yuyuko,"saigyouji_yuyuko_(living),saigyouji_yuyuko_(living)"
inubashiri_momiji,"inubashiri_momiji_(wolf),inubashiri_momiji_(wolf)"
kaga_(kancolle),"kaga_kai_ni_(kancolle),kaga_kai_ni_(kancolle)"
kagamine_rin,"25-ji_rin,bottle_rin,kagamine_rin_(append),kagamine_rin_(if),kagamine_rin_(roshin_yuukai),kagamine_rin_(vocaloid4),leo/need_rin,magical_mirai_rin,more_more_jump!_rin,sakura_rin,vivid_bad_squad_rin,wonderlands_x_showtime_rin,yuki_rin,25-ji_rin,bottle_rin,kagamine_rin_(append),kagamine_rin_(if),kagamine_rin_(roshin_yuukai),kagamine_rin_(vocaloid4),leo/need_rin,magical_mirai_rin,more_more_jump!_rin,sakura_rin,vivid_bad_squad_rin,wonderlands_x_showtime_rin,yuki_rin"
yakumo_ran,"yakumo_ran_(fox),yakumo_ran_(zodiac_race),yakumo_ran_(fox),yakumo_ran_(zodiac_race)"
kaenbyou_rin,"kaenbyou_rin_(cat),kaenbyou_rin_(cat)"
rumia,"ex-rumia,rumia_(darkness),ex-rumia,rumia_(darkness)"
shimakaze_(kancolle),"shimakaze-kun,shimakaze_(seal),shimakaze-kun,shimakaze_(seal)"
kazami_yuuka,"kazami_yuuka_(pc-98),kazami_yuuka_(pc-98)"
miki_sayaka,"miki_sayaka_(surfer_ver.),miki_sayaka_(surfer_ver.)"
reiuji_utsuho,"reiuji_utsuho_(bird),reiuji_utsuho_(bird)"
chen,"chen_(cat),chen_(zodiac_race),chen_(cat),chen_(zodiac_race)"
ganyu_(genshin_impact),"ganyu_(autumn_pop-up_store)_(genshin_impact),ganyu_(china_merchants_bank)_(genshin_impact),ganyu_(heytea)_(genshin_impact),ganyu_(qilin)_(genshin_impact),ganyu_(twilight_blossom)_(genshin_impact),ganyu_(winter_olympics)_(genshin_impact),ganyu_(young)_(genshin_impact),ganyu_(autumn_pop-up_store)_(genshin_impact),ganyu_(china_merchants_bank)_(genshin_impact),ganyu_(heytea)_(genshin_impact),ganyu_(qilin)_(genshin_impact),ganyu_(twilight_blossom)_(genshin_impact),ganyu_(winter_olympics)_(genshin_impact),ganyu_(young)_(genshin_impact)"
saber_(fate),"saber_(avalon_celebrate)_(fate),saber_(fgo_x_takarazuka_kinen)_(fate),saber_(first_sunrise)_(fate),saber_(formal_dress)_(fate),saber_(lapis_lazuli_dress)_(fate),saber_(leisurely_strolling)_(fate),saber_(present_for_my_master)_(fate),saber_(pure_night_dress)_(fate),saber_(resort_vacances)_(fate),saber_(royal_dress)_(fate),saber_(summer_battle_clothes)_(fate),saber_(summer_memory)_(fate),saber_(type-moon_racing)_(fate),saber_(under_the_same_sky)_(fate),saber_(avalon_celebrate)_(fate),saber_(fgo_x_takarazuka_kinen)_(fate),saber_(first_sunrise)_(fate),saber_(formal_dress)_(fate),saber_(lapis_lazuli_dress)_(fate),saber_(leisurely_strolling)_(fate),saber_(present_for_my_master)_(fate),saber_(pure_night_dress)_(fate),saber_(resort_vacances)_(fate),saber_(royal_dress)_(fate),saber_(summer_battle_clothes)_(fate),saber_(summer_memory)_(fate),saber_(type-moon_racing)_(fate),saber_(under_the_same_sky)_(fate)"
hibiki_(kancolle),"verniy_(kancolle),verniy_(kancolle)"
mash_kyrielight,"mash_kyrielight_(anniversary_heroines),mash_kyrielight_(chaldea_dinnertime),mash_kyrielight_(chaldea_park_caravan),mash_kyrielight_(chaldea_teatime),mash_kyrielight_(dangerous_beast),mash_kyrielight_(dive_to_blue),mash_kyrielight_(enma-tei_uniform),mash_kyrielight_(escape_from_the_pyramid),mash_kyrielight_(fgo_fes._2019),mash_kyrielight_(fgo_fes._2023),mash_kyrielight_(fgo_orchestra),mash_kyrielight_(fgo_shanghai_expo),mash_kyrielight_(fgo_x_lawson),mash_kyrielight_(fgo_x_takarazuka_kinen),mash_kyrielight_(formal_dress),mash_kyrielight_(grand_new_year),mash_kyrielight_(irohanihoheto),mash_kyrielight_(lostroom_outfit),mash_kyrielight_(muscle_cavalier),mash_kyrielight_(ortenaus),mash_kyrielight_(senpai_killer_outfit),mash_kyrielight_(sign_of_smiling_face),mash_kyrielight_(smiling_glory_day),mash_kyrielight_(spring's_new_master),mash_kyrielight_(swimsuit_of_perpetual_summer),mash_kyrielight_(swimsuit_of_perpetual_summer_ver.02),mash_kyrielight_(that's_very_mahatma!),mash_kyrielight_(traveling_outfit),mash_kyrielight_(traveling_outfit)_(fate),mash_kyrielight_(under_the_same_sky),mash_kyrielight_(welcome_to_the_travelling_circus!),mash_kyrielight_(winter_caravan_online_2021),mash_kyrielight_(anniversary_heroines),mash_kyrielight_(chaldea_dinnertime),mash_kyrielight_(chaldea_park_caravan),mash_kyrielight_(chaldea_teatime),mash_kyrielight_(dangerous_beast),mash_kyrielight_(dive_to_blue),mash_kyrielight_(enma-tei_uniform),mash_kyrielight_(escape_from_the_pyramid),mash_kyrielight_(fgo_fes._2019),mash_kyrielight_(fgo_fes._2023),mash_kyrielight_(fgo_orchestra),mash_kyrielight_(fgo_shanghai_expo),mash_kyrielight_(fgo_x_lawson),mash_kyrielight_(fgo_x_takarazuka_kinen),mash_kyrielight_(formal_dress),mash_kyrielight_(grand_new_year),mash_kyrielight_(irohanihoheto),mash_kyrielight_(lostroom_outfit),mash_kyrielight_(muscle_cavalier),mash_kyrielight_(ortenaus),mash_kyrielight_(senpai_killer_outfit),mash_kyrielight_(sign_of_smiling_face),mash_kyrielight_(smiling_glory_day),mash_kyrielight_(spring's_new_master),mash_kyrielight_(swimsuit_of_perpetual_summer),mash_kyrielight_(swimsuit_of_perpetual_summer_ver.02),mash_kyrielight_(that's_very_mahatma!),mash_kyrielight_(traveling_outfit),mash_kyrielight_(traveling_outfit)_(fate),mash_kyrielight_(under_the_same_sky),mash_kyrielight_(welcome_to_the_travelling_circus!),mash_kyrielight_(winter_caravan_online_2021)"
kamishirasawa_keine,"ex-keine,ex-keine"
shigure_(kancolle),"shigure_kai_ni_(kancolle),shigure_kai_san_(kancolle),shigure_kai_ni_(kancolle),shigure_kai_san_(kancolle)"
warrior_of_light_(ff14),"adventurer_(ff14),adventurer_(ff14)"
sakura_kyoko,"sakura_kyoko_(doppel_ver.),sakura_kyoko_(swimsuit_costume),sakura_kyoko_(swimsuit_ver.),sakura_kyouko_(swimsuit_costume),sakura_kyouko_(swimsuit_ver.),sakura_kyoko_(doppel_ver.),sakura_kyoko_(swimsuit_costume),sakura_kyoko_(swimsuit_ver.),sakura_kyouko_(swimsuit_costume),sakura_kyouko_(swimsuit_ver.)"
tomoe_mami,"tomoe_mami_(haregi_costume),tomoe_mami_(swimsuit_costume),tomoe_mami_(swimsuit_ver.),tomoe_mami_(haregi_costume),tomoe_mami_(swimsuit_costume),tomoe_mami_(swimsuit_ver.)"
mystia_lorelei,"mystia_lorelei_(bird),mystia_lorelei_(bird)"
koakuma,"koakuma_(yukata),koakuma_(yukata)"
sensei_(blue_archive),"arona's_sensei_doodle_(blue_archive),doodle_sensei_(blue_archive),female_sensei_(blue_archive),problem_solver_sensei_(blue_archive),sensei_(blue_archive_the_animation),s-head_sensei,arona's_sensei_doodle_(blue_archive),doodle_sensei_(blue_archive),female_sensei_(blue_archive),problem_solver_sensei_(blue_archive),sensei_(blue_archive_the_animation),s-head_sensei"
souryuu_asuka_langley,"shikinami_asuka_langley,shikinami_asuka_langley"
kongou_(kancolle),"kongou_kai_ni_(kancolle),kongou_kai_ni_(kancolle)"
link,"gerudo_link,link_(wolf),stealth_link,toon_link,wolf_link,young_link,gerudo_link,link_(wolf),stealth_link,toon_link,wolf_link,young_link"
raiden_shogun,"raiden_shogun_(2nd_anniversary),raiden_shogun_(autumn_pop-up_store),raiden_shogun_(magatsu_mitake_narukami_no_mikoto),raiden_shogun_(2nd_anniversary),raiden_shogun_(autumn_pop-up_store),raiden_shogun_(magatsu_mitake_narukami_no_mikoto)"
nazrin,"nazrin_(mouse),nazrin_(mouse)"
lumine_(genshin_impact),"lumine_(2nd_anniversary)_(genshin_impact),lumine_(sweets_paradise)_(genshin_impact),lumine_(zhangjiajie)_(genshin_impact),lumine_(2nd_anniversary)_(genshin_impact),lumine_(sweets_paradise)_(genshin_impact),lumine_(zhangjiajie)_(genshin_impact)"
inazuma_(kancolle),"plasma-chan_(kancolle),plasma-chan_(kancolle)"
hijiri_byakuren,"turbo_byakuren,turbo_byakuren"
kagamine_len,"25-ji_len,bottle_len,kagamine_len_(append),kagamine_len_(if),kagamine_len_(vocaloid4),leo/need_len,magical_mirai_len,more_more_jump!_len,sakura_len,vivid_bad_squad_len,wonderlands_x_showtime_len,yuki_len,25-ji_len,bottle_len,kagamine_len_(append),kagamine_len_(if),kagamine_len_(vocaloid4),leo/need_len,magical_mirai_len,more_more_jump!_len,sakura_len,vivid_bad_squad_len,wonderlands_x_showtime_len,yuki_len"
houshou_marine,"houshou_kumarine,houshou_marine_(1st_costume),houshou_marine_(2nd_costume),houshou_marine_(3rd_costume),houshou_marine_(4th_costume),houshou_marine_(5th_costume),houshou_marine_(6th_costume),houshou_marine_(7th_costume),houshou_marine_(businesswoman),houshou_marine_(gothic_lolita),houshou_marine_(marching_band),houshou_marine_(new_year),houshou_marine_(nun),houshou_marine_(school_uniform),houshou_marine_(summer),houshou_kumarine,houshou_marine_(1st_costume),houshou_marine_(2nd_costume),houshou_marine_(3rd_costume),houshou_marine_(4th_costume),houshou_marine_(5th_costume),houshou_marine_(6th_costume),houshou_marine_(7th_costume),houshou_marine_(businesswoman),houshou_marine_(gothic_lolita),houshou_marine_(marching_band),houshou_marine_(new_year),houshou_marine_(nun),houshou_marine_(school_uniform),houshou_marine_(summer)"
akagi_(kancolle),"akagi_kai_ni_(kancolle),akagi_kai_ni_(kancolle)"
tamamo_(fate),"amaterasu_(fate),koyanskaya_(fate),tamamo_aria_(fate),tamamo_cat_(fate),tamamo_jk_(fate),tamamo_no_mae_(fate/extra),tamamo_no_mae_(jk)_(fate),tamamo_no_mae_(swimsuit_lancer)_(fate),amaterasu_(fate),koyanskaya_(fate),tamamo_aria_(fate),tamamo_cat_(fate),tamamo_jk_(fate),tamamo_no_mae_(fate/extra),tamamo_no_mae_(jk)_(fate),tamamo_no_mae_(swimsuit_lancer)_(fate)"
fujimaru_ritsuka_(male),"fujimaru_ritsuka_(male)_(anniversary_blonde),fujimaru_ritsuka_(male)_(brilliant_summer),fujimaru_ritsuka_(male)_(captain_chaldea),fujimaru_ritsuka_(male)_(ceremonial_new_year),fujimaru_ritsuka_(male)_(chaldea_combat_uniform),fujimaru_ritsuka_(male)_(chaldea_pathfinder),fujimaru_ritsuka_(male)_(decisive_battle_chaldea_uniform),fujimaru_ritsuka_(male)_(escape_from_the_pyramid),fujimaru_ritsuka_(male)_(fgo_fes._2019),fujimaru_ritsuka_(male)_(fgo_orchestra),fujimaru_ritsuka_(male)_(greatest_journey),fujimaru_ritsuka_(male)_(halloween_royalty),fujimaru_ritsuka_(male)_(mage's_association_uniform),fujimaru_ritsuka_(male)_(morning_glory),fujimaru_ritsuka_(male)_(new_year's_attire),fujimaru_ritsuka_(male)_(new_year's_greetings),fujimaru_ritsuka_(male)_(polar_chaldea_uniform),fujimaru_ritsuka_(male)_(royal_brand),fujimaru_ritsuka_(male)_(souya_high_school_uniform),fujimaru_ritsuka_(male)_(starlight_fest),fujimaru_ritsuka_(male)_(summer_street),fujimaru_ritsuka_(male)_(tropical_summer),fujimaru_ritsuka_(male)_(true_ether_chaldea_uniform),fujimaru_ritsuka_(male)_(walking_in_the_spring_breeze),fujimaru_ritsuka_(male)_(waltz_in_the_moonlight/lostroom),fujimaru_ritsuka_(male)_(white_christmas),fujimaru_ritsuka_(male)_(wizard_&_priest),fujimaru_ritsuka_(male)_(anniversary_blonde),fujimaru_ritsuka_(male)_(brilliant_summer),fujimaru_ritsuka_(male)_(captain_chaldea),fujimaru_ritsuka_(male)_(ceremonial_new_year),fujimaru_ritsuka_(male)_(chaldea_combat_uniform),fujimaru_ritsuka_(male)_(chaldea_pathfinder),fujimaru_ritsuka_(male)_(decisive_battle_chaldea_uniform),fujimaru_ritsuka_(male)_(escape_from_the_pyramid),fujimaru_ritsuka_(male)_(fgo_fes._2019),fujimaru_ritsuka_(male)_(fgo_orchestra),fujimaru_ritsuka_(male)_(greatest_journey),fujimaru_ritsuka_(male)_(halloween_royalty),fujimaru_ritsuka_(male)_(mage's_association_uniform),fujimaru_ritsuka_(male)_(morning_glory),fujimaru_ritsuka_(male)_(new_year's_attire),fujimaru_ritsuka_(male)_(new_year's_greetings),fujimaru_ritsuka_(male)_(polar_chaldea_uniform),fujimaru_ritsuka_(male)_(royal_brand),fujimaru_ritsuka_(male)_(souya_high_school_uniform),fujimaru_ritsuka_(male)_(starlight_fest),fujimaru_ritsuka_(male)_(summer_street),fujimaru_ritsuka_(male)_(tropical_summer),fujimaru_ritsuka_(male)_(true_ether_chaldea_uniform),fujimaru_ritsuka_(male)_(walking_in_the_spring_breeze),fujimaru_ritsuka_(male)_(waltz_in_the_moonlight/lostroom),fujimaru_ritsuka_(male)_(white_christmas),fujimaru_ritsuka_(male)_(wizard_&_priest)"
gawr_gura,"gawr_gura_(1st_costume),gawr_gura_(2nd_costume),gawr_gura_(3rd_costume),gawr_gura_(4th_costume),gawr_gura_(casual),gawr_gura_(new_year),gawr_gura_(party_dress),gawr_gura_(school_uniform),smol_gura,gawr_gura_(1st_costume),gawr_gura_(2nd_costume),gawr_gura_(3rd_costume),gawr_gura_(4th_costume),gawr_gura_(casual),gawr_gura_(new_year),gawr_gura_(party_dress),gawr_gura_(school_uniform),smol_gura"
fujimaru_ritsuka_(female),"fujimaru_ritsuka_(female)_(anniversary_blonde),fujimaru_ritsuka_(female)_(brilliant_summer),fujimaru_ritsuka_(female)_(captain_chaldea),fujimaru_ritsuka_(female)_(ceremonial_new_year),fujimaru_ritsuka_(female)_(chaldea_combat_uniform),fujimaru_ritsuka_(female)_(chaldea_pathfinder),fujimaru_ritsuka_(female)_(counter_stretch),fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform),fujimaru_ritsuka_(female)_(escape_from_the_pyramid),fujimaru_ritsuka_(female)_(fgo_fes._2019),fujimaru_ritsuka_(female)_(fgo_orchestra),fujimaru_ritsuka_(female)_(greatest_journey),fujimaru_ritsuka_(female)_(halloween_royalty),fujimaru_ritsuka_(female)_(mage's_association_uniform),fujimaru_ritsuka_(female)_(morning_glory),fujimaru_ritsuka_(female)_(new_year's_attire),fujimaru_ritsuka_(female)_(new_year's_greetings),fujimaru_ritsuka_(female)_(polar_chaldea_uniform),fujimaru_ritsuka_(female)_(royal_brand),fujimaru_ritsuka_(female)_(souya_high_school_uniform),fujimaru_ritsuka_(female)_(starlight_fest),fujimaru_ritsuka_(female)_(summer_anniversary),fujimaru_ritsuka_(female)_(summer_street),fujimaru_ritsuka_(female)_(the_three_great_heroes),fujimaru_ritsuka_(female)_(tropical_summer),fujimaru_ritsuka_(female)_(true_ether_chaldea_uniform),fujimaru_ritsuka_(female)_(walking_in_the_spring_breeze),fujimaru_ritsuka_(female)_(waltz_in_the_moonlight/lostroom),fujimaru_ritsuka_(female)_(white_christmas),fujimaru_ritsuka_(female)_(wizard_&_priest),fujimaru_ritsuka_(female)_(anniversary_blonde),fujimaru_ritsuka_(female)_(brilliant_summer),fujimaru_ritsuka_(female)_(captain_chaldea),fujimaru_ritsuka_(female)_(ceremonial_new_year),fujimaru_ritsuka_(female)_(chaldea_combat_uniform),fujimaru_ritsuka_(female)_(chaldea_pathfinder),fujimaru_ritsuka_(female)_(counter_stretch),fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform),fujimaru_ritsuka_(female)_(escape_from_the_pyramid),fujimaru_ritsuka_(female)_(fgo_fes._2019),fujimaru_ritsuka_(female)_(fgo_orchestra),fujimaru_ritsuka_(female)_(greatest_journey),fujimaru_ritsuka_(female)_(halloween_royalty),fujimaru_ritsuka_(female)_(mage's_association_uniform),fujimaru_ritsuka_(female)_(morning_glory),fujimaru_ritsuka_(female)_(new_year's_attire),fujimaru_ritsuka_(female)_(new_year's_greetings),fujimaru_ritsuka_(female)_(polar_chaldea_uniform),fujimaru_ritsuka_(female)_(royal_brand),fujimaru_ritsuka_(female)_(souya_high_school_uniform),fujimaru_ritsuka_(female)_(starlight_fest),fujimaru_ritsuka_(female)_(summer_anniversary),fujimaru_ritsuka_(female)_(summer_street),fujimaru_ritsuka_(female)_(the_three_great_heroes),fujimaru_ritsuka_(female)_(tropical_summer),fujimaru_ritsuka_(female)_(true_ether_chaldea_uniform),fujimaru_ritsuka_(female)_(walking_in_the_spring_breeze),fujimaru_ritsuka_(female)_(waltz_in_the_moonlight/lostroom),fujimaru_ritsuka_(female)_(white_christmas),fujimaru_ritsuka_(female)_(wizard_&_priest)"
tenryuu_(kancolle),"tenryuu_kai_ni_(kancolle),tenryuu_kai_ni_(kancolle)"
yuudachi_(kancolle),"yuudachi_kai_ni_(kancolle),yuudachi_kai_ni_(kancolle)"
jeanne_d'arc_alter_(fate),"jeanne_d'arc_alter_(avenger)_(fate),jeanne_d'arc_alter_(festival_outfit)_(fate),jeanne_d'arc_alter_(holy_night_supper)_(fate),jeanne_d'arc_alter_(mystery_treasure)_(fate),jeanne_d'arc_alter_(new_beginning)_(fate),jeanne_d'arc_alter_(swimsuit_berserker)_(fate),jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate),jeanne_d'arc_alter_(avenger)_(fate),jeanne_d'arc_alter_(festival_outfit)_(fate),jeanne_d'arc_alter_(holy_night_supper)_(fate),jeanne_d'arc_alter_(mystery_treasure)_(fate),jeanne_d'arc_alter_(new_beginning)_(fate),jeanne_d'arc_alter_(swimsuit_berserker)_(fate),jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate)"
megurine_luka,"25-ji_luka,leo/need_luka,magical_mirai_luka,megurine_luka_(toeto),megurine_luka_(vocaloid4),more_more_jump!_luka,sakura_luka,takoluka,vivid_bad_squad_luka,wonderlands_x_showtime_luka,yuki_luka,25-ji_luka,leo/need_luka,magical_mirai_luka,megurine_luka_(toeto),megurine_luka_(vocaloid4),more_more_jump!_luka,sakura_luka,takoluka,vivid_bad_squad_luka,wonderlands_x_showtime_luka,yuki_luka"
mizuhashi_parsee,"puru-see_(hoshizuki_(seigetsu)),puru-see_(hoshizuki_(seigetsu))"
fubuki_(kancolle),"fubuki_kai_ni_(kancolle),fubuki_kai_ni_(kancolle)"
pikachu,"captain_pikachu,chuchu_(pokemon),cosplay_pikachu,detective_pikachu_(character),gigantamax_pikachu,pika_(pokemon),too_many_pikachu,captain_pikachu,chuchu_(pokemon),cosplay_pikachu,detective_pikachu_(character),gigantamax_pikachu,pika_(pokemon),too_many_pikachu"
hu_tao_(genshin_impact),"hu_tao_(2nd_anniversary)_(genshin_impact),hu_tao_(autumn_pop-up_store)_(genshin_impact),hu_tao_(halloween)_(genshin_impact),hu_tao_(lawson)_(genshin_impact),hu_tao_(oneplus)_(genshin_impact),hu_tao_(sweets_paradise)_(genshin_impact),hu_tao_(2nd_anniversary)_(genshin_impact),hu_tao_(autumn_pop-up_store)_(genshin_impact),hu_tao_(halloween)_(genshin_impact),hu_tao_(lawson)_(genshin_impact),hu_tao_(oneplus)_(genshin_impact),hu_tao_(sweets_paradise)_(genshin_impact)"
inkling_player_character,"inkling_boy,inkling_girl,inkling_boy,inkling_girl"
